symbol,company_name,open_price,high_price,low_price,close_price,volume,price_date
BBCA.JK,Bank Central Asia,5685.094297174822,5747.203848855537,5643.687929387678,5664.39111328125,39679000,2020-01-27 00:00:00+07:00
BBCA.JK,Bank Central Asia,5660.250595070301,5668.531868801201,5594.000405223099,5622.98486328125,82615000,2020-01-28 00:00:00+07:00
BBCA.JK,Bank Central Asia,5631.26565954311,5668.531388172439,5606.42184045689,5618.84375,43821000,2020-01-29 00:00:00+07:00
BBCA.JK,Bank Central Asia,5668.5314934161715,5668.5314934161715,5573.296851817508,5581.578125,71990000,2020-01-30 00:00:00+07:00
BBCA.JK,Bank Central Asia,5631.265884211034,5635.406520890601,5366.26513671875,5366.26513671875,163136500,2020-01-31 00:00:00+07:00
BBCA.JK,Bank Central Asia,5366.265722049689,5453.219101805124,5275.171705163043,5333.140625,149797000,2020-02-03 00:00:00+07:00
BBCA.JK,Bank Central Asia,5440.797290039063,5482.203662109376,5399.390917968751,5465.64111328125,113316500,2020-02-04 00:00:00+07:00
BBCA.JK,Bank Central Asia,5614.703732993592,5614.703732993592,5507.047171741502,5573.29736328125,123002500,2020-02-05 00:00:00+07:00
BBCA.JK,Bank Central Asia,5581.578125,5614.70321772997,5531.890485905044,5581.578125,154693500,2020-02-06 00:00:00+07:00
BBCA.JK,Bank Central Asia,5556.733774760771,5614.702681501942,5552.593138564974,5598.14013671875,82609000,2020-02-07 00:00:00+07:00
BBCA.JK,Bank Central Asia,5598.1405674281505,5618.84375,5490.484018054532,5618.84375,66578500,2020-02-10 00:00:00+07:00
BBCA.JK,Bank Central Asia,5618.843761522861,5618.843761522861,5585.71866933997,5614.703125,77526500,2020-02-11 00:00:00+07:00
BBCA.JK,Bank Central Asia,5631.2666015625,5631.2666015625,5598.14150390625,5631.2666015625,69971500,2020-02-12 00:00:00+07:00
BBCA.JK,Bank Central Asia,5647.8286844739505,5647.8286844739505,5581.578494626749,5622.98486328125,49737000,2020-02-13 00:00:00+07:00
BBCA.JK,Bank Central Asia,5614.703854498035,5627.125765680553,5527.750476220411,5531.89111328125,147028500,2020-02-14 00:00:00+07:00
BBCA.JK,Bank Central Asia,5531.891017368861,5589.859935215541,5531.891017368861,5565.01611328125,115319000,2020-02-17 00:00:00+07:00
BBCA.JK,Bank Central Asia,5536.0317142136155,5565.016173450336,5523.609803112164,5544.31298828125,98436500,2020-02-18 00:00:00+07:00
BBCA.JK,Bank Central Asia,5519.4691660783465,5598.141269720873,5519.4691660783465,5544.31298828125,74594000,2020-02-19 00:00:00+07:00
BBCA.JK,Bank Central Asia,5540.171604760946,5544.312241236851,5436.65569286332,5461.49951171875,136724500,2020-02-20 00:00:00+07:00
BBCA.JK,Bank Central Asia,5465.640589569161,5515.328231292518,5461.499952758882,5478.0625,98261000,2020-02-21 00:00:00+07:00
BBCA.JK,Bank Central Asia,5436.656345785441,5465.640804597701,5391.10933908046,5403.53125,84910000,2020-02-24 00:00:00+07:00
BBCA.JK,Bank Central Asia,5424.2349126328,5432.516187308575,5391.109813929699,5407.67236328125,86446500,2020-02-25 00:00:00+07:00
BBCA.JK,Bank Central Asia,5382.827330972547,5411.81178583163,5316.5771484375,5316.5771484375,92824500,2020-02-26 00:00:00+07:00
BBCA.JK,Bank Central Asia,5357.984319883993,5362.12495691636,5134.389920136129,5208.92138671875,129254500,2020-02-27 00:00:00+07:00
BBCA.JK,Bank Central Asia,5134.389920136129,5208.92138671875,4997.74889806799,5208.92138671875,169946500,2020-02-28 00:00:00+07:00
BBCA.JK,Bank Central Asia,5208.921404386821,5208.921404386821,4997.748915019788,5035.0146484375,144871500,2020-03-02 00:00:00+07:00
BBCA.JK,Bank Central Asia,5134.389370302611,5258.608467971222,5134.389370302611,5233.7646484375,114663500,2020-03-03 00:00:00+07:00
BBCA.JK,Bank Central Asia,5229.62469671972,5382.828270574534,5184.077688276398,5333.140625,83025000,2020-03-04 00:00:00+07:00
BBCA.JK,Bank Central Asia,5415.953876201923,5415.953876201923,5250.328375400641,5329.00048828125,77583000,2020-03-05 00:00:00+07:00
BBCA.JK,Bank Central Asia,5258.608752835182,5258.608752835182,5134.3896484375,5134.3896484375,77835500,2020-03-06 00:00:00+07:00
BBCA.JK,Bank Central Asia,4968.764179991357,5001.889274524633,4790.716796875,4790.716796875,140889500,2020-03-09 00:00:00+07:00
BBCA.JK,Bank Central Asia,4836.264438291139,4977.046108583861,4836.264438291139,4906.6552734375,133667000,2020-03-10 00:00:00+07:00
BBCA.JK,Bank Central Asia,4927.357158954327,4952.2009765625,4794.856798377404,4844.54443359375,93204500,2020-03-11 00:00:00+07:00
BBCA.JK,Bank Central Asia,4637.512786645683,4670.6378779788665,4521.574966979541,4604.3876953125,129845500,2020-03-12 00:00:00+07:00
BBCA.JK,Bank Central Asia,4604.3876953125,4604.3876953125,4604.3876953125,4604.3876953125,0,2020-03-13 00:00:00+07:00
BBCA.JK,Bank Central Asia,4604.3876953125,4604.3876953125,4604.3876953125,4604.3876953125,0,2020-03-16 00:00:00+07:00
BBCA.JK,Bank Central Asia,4550.559976100922,4558.8412499427795,4240.01220703125,4240.01220703125,212200000,2020-03-17 00:00:00+07:00
BBCA.JK,Bank Central Asia,4240.012,4455.325109375,3946.0267929687498,4140.63671875,180053500,2020-03-18 00:00:00+07:00
BBCA.JK,Bank Central Asia,4136.495914188508,4136.495914188508,3850.7919921875,3850.7919921875,264419000,2020-03-19 00:00:00+07:00
BBCA.JK,Bank Central Asia,3809.385910275871,4459.465897138167,3581.650883031118,3921.18310546875,335132000,2020-03-20 00:00:00+07:00
BBCA.JK,Bank Central Asia,3941.885493086907,4140.636022150113,3647.900335514249,3668.603515625,217843500,2020-03-23 00:00:00+07:00
BBCA.JK,Bank Central Asia,3685.166872829861,4136.496298828125,3685.166872829861,3726.5732421875,253971000,2020-03-24 00:00:00+07:00
BBCA.JK,Bank Central Asia,3850.792430530895,4467.747346820253,3850.792430530895,4372.5126953125,331633000,2020-03-26 00:00:00+07:00
BBCA.JK,Bank Central Asia,4438.762824693738,4881.810979770446,4434.622187730405,4562.98193359375,269683000,2020-03-27 00:00:00+07:00
BBCA.JK,Bank Central Asia,4538.1386345541405,4600.24819615844,4268.99720093551,4550.560546875,159964500,2020-03-30 00:00:00+07:00
BBCA.JK,Bank Central Asia,4687.20100572681,4728.607375035351,4542.278713146918,4575.40380859375,182638500,2020-03-31 00:00:00+07:00
BBCA.JK,Bank Central Asia,4604.388871464416,4761.73309548928,4492.591659657277,4538.138671875,152831500,2020-04-01 00:00:00+07:00
BBCA.JK,Bank Central Asia,4529.85658611079,4529.85658611079,4438.762577980591,4480.1689453125,136623500,2020-04-02 00:00:00+07:00
BBCA.JK,Bank Central Asia,4521.576084792993,4579.545008957007,4442.9039734275475,4550.560546875,110506000,2020-04-03 00:00:00+07:00
BBCA.JK,Bank Central Asia,4571.263159328684,4753.451183794682,4550.559974730275,4749.310546875,78184000,2020-04-06 00:00:00+07:00
BBCA.JK,Bank Central Asia,4749.3107402879095,5051.577247734306,4620.950990550398,4683.060546875,149153500,2020-04-07 00:00:00+07:00
BBCA.JK,Bank Central Asia,4683.060105385564,4687.200742083518,4538.137820957188,4666.49755859375,106111500,2020-04-08 00:00:00+07:00
BBCA.JK,Bank Central Asia,4637.51368409294,4716.185791233803,4554.700939734138,4633.373046875,89997000,2020-04-09 00:00:00+07:00
BBCA.JK,Bank Central Asia,4587.824795809659,4649.9343372691765,4538.137162642045,4554.69970703125,58043000,2020-04-13 00:00:00+07:00
BBCA.JK,Bank Central Asia,4558.8417720846555,4629.2326078025835,4509.154123342589,4567.123046875,95796000,2020-04-14 00:00:00+07:00
BBCA.JK,Bank Central Asia,4567.122630700917,4662.357282111725,4509.15371245086,4542.27880859375,95342000,2020-04-15 00:00:00+07:00
BBCA.JK,Bank Central Asia,4542.278913891043,4571.263373687977,4293.840687060174,4339.3876953125,176990500,2020-04-16 00:00:00+07:00
BBCA.JK,Bank Central Asia,4389.075379824309,4509.15385719686,4372.512831221198,4492.59130859375,160935500,2020-04-17 00:00:00+07:00
BBCA.JK,Bank Central Asia,4496.7316231179975,4554.700539069795,4413.918886044001,4434.6220703125,90744000,2020-04-20 00:00:00+07:00
BBCA.JK,Bank Central Asia,4511.284777264263,4511.284777264263,4347.00830078125,4347.00830078125,73431000,2020-04-21 00:00:00+07:00
BBCA.JK,Bank Central Asia,4347.008723578718,4410.191989909803,4250.127715204386,4334.3720703125,107263500,2020-04-22 00:00:00+07:00
BBCA.JK,Bank Central Asia,4363.8566608428955,4418.6154799461365,4313.31005859375,4313.31005859375,105419500,2020-04-23 00:00:00+07:00
BBCA.JK,Bank Central Asia,4313.310975609756,4330.159846608231,4144.822265625,4144.822265625,131149500,2020-04-24 00:00:00+07:00
BBCA.JK,Bank Central Asia,4161.670662172379,4229.066138482863,4090.0629685924896,4178.51953125,151103500,2020-04-27 00:00:00+07:00
BBCA.JK,Bank Central Asia,4178.519353325569,4191.156004595707,4047.940623534145,4069.001708984375,180488000,2020-04-28 00:00:00+07:00
BBCA.JK,Bank Central Asia,4064.789743325145,4085.850830078125,4043.728656572165,4085.850830078125,121161000,2020-04-29 00:00:00+07:00
BBCA.JK,Bank Central Asia,4111.123556878627,4422.827597051801,4111.123556878627,4355.43212890625,174081000,2020-04-30 00:00:00+07:00
BBCA.JK,Bank Central Asia,4338.583647629311,4464.950161637931,4212.21713362069,4397.5546875,114497500,2020-05-04 00:00:00+07:00
BBCA.JK,Bank Central Asia,4397.554654239593,4498.647864681882,4380.705785832545,4452.3134765625,118643500,2020-05-05 00:00:00+07:00
BBCA.JK,Bank Central Asia,4477.5859607514885,4523.920340401786,4464.949311755952,4511.28369140625,86395500,2020-05-06 00:00:00+07:00
BBCA.JK,Bank Central Asia,4502.859566774905,4549.193949594853,4338.583118595091,4418.615234375,123028000,2020-05-08 00:00:00+07:00
BBCA.JK,Bank Central Asia,4418.615623063473,4486.011094911915,4418.615623063473,4460.73779296875,40615500,2020-05-11 00:00:00+07:00
BBCA.JK,Bank Central Asia,4498.647898706897,4498.647898706897,4237.490436422414,4397.5546875,118660000,2020-05-12 00:00:00+07:00
BBCA.JK,Bank Central Asia,4347.008897994129,4355.433333842955,4283.825629127936,4304.88671875,94973000,2020-05-13 00:00:00+07:00
BBCA.JK,Bank Central Asia,4271.188798113567,4304.886540110518,4132.185612376144,4144.822265625,131268000,2020-05-14 00:00:00+07:00
BBCA.JK,Bank Central Asia,4144.821910511363,4208.005171342329,3942.6354758522725,4031.092041015625,205790000,2020-05-15 00:00:00+07:00
BBCA.JK,Bank Central Asia,4043.728685729276,4081.6386421579878,4001.606511919596,4014.2431640625,139997500,2020-05-18 00:00:00+07:00
BBCA.JK,Bank Central Asia,4077.4259502704326,4178.519155649039,3942.635009765625,3942.635009765625,128504500,2020-05-19 00:00:00+07:00
BBCA.JK,Bank Central Asia,3976.333207633788,4043.728685729276,3951.0599033479803,4014.2431640625,119158000,2020-05-20 00:00:00+07:00
BBCA.JK,Bank Central Asia,4022.6673787844256,4212.217150559608,4022.6673787844256,4186.94384765625,176076500,2020-05-26 00:00:00+07:00
BBCA.JK,Bank Central Asia,4186.943173503588,4212.216472337614,4090.0621946398223,4182.73095703125,151753500,2020-05-27 00:00:00+07:00
BBCA.JK,Bank Central Asia,4212.2169905276205,4481.798877921388,4212.2169905276205,4460.73779296875,229233000,2020-05-28 00:00:00+07:00
BBCA.JK,Bank Central Asia,4460.737308921152,4460.737308921152,4372.28076171875,4372.28076171875,399414000,2020-05-29 00:00:00+07:00
BBCA.JK,Bank Central Asia,4431.251763642724,4633.438155900187,4414.4028976212685,4515.49609375,181369500,2020-06-02 00:00:00+07:00
BBCA.JK,Bank Central Asia,4557.618245161116,4869.322265625,4549.193812175606,4869.322265625,279673500,2020-06-03 00:00:00+07:00
BBCA.JK,Bank Central Asia,4869.323124122949,5046.236248009769,4717.683303648532,4877.74755859375,236158500,2020-06-04 00:00:00+07:00
BBCA.JK,Bank Central Asia,4877.747100163756,4932.505919077511,4705.04620974345,4822.98828125,88157500,2020-06-05 00:00:00+07:00
BBCA.JK,Bank Central Asia,4848.26219999669,4991.477590787209,4848.26219999669,4970.41650390625,173557500,2020-06-08 00:00:00+07:00
BBCA.JK,Bank Central Asia,5004.114643895348,5050.449038746231,4881.960330197567,4890.384765625,100110000,2020-06-09 00:00:00+07:00
BBCA.JK,Bank Central Asia,4886.171875,4940.930697737069,4713.470972521552,4886.171875,115382500,2020-06-10 00:00:00+07:00
BBCA.JK,Bank Central Asia,4844.049652529435,4894.596257599307,4721.89535694391,4785.07861328125,85187500,2020-06-11 00:00:00+07:00
BBCA.JK,Bank Central Asia,4785.077263833774,4785.077263833774,4616.58862778329,4776.65283203125,96044000,2020-06-12 00:00:00+07:00
BBCA.JK,Bank Central Asia,4785.077272727272,4810.350568181818,4633.4375,4633.4375,100844500,2020-06-15 00:00:00+07:00
BBCA.JK,Bank Central Asia,4700.83430480957,4881.959640926785,4700.83430480957,4852.47412109375,91518500,2020-06-16 00:00:00+07:00
BBCA.JK,Bank Central Asia,4886.1713457441,4886.1713457441,4785.078145487325,4818.77587890625,79800000,2020-06-17 00:00:00+07:00
BBCA.JK,Bank Central Asia,4818.775745579678,4835.624611822964,4705.0458984375,4705.0458984375,68032000,2020-06-18 00:00:00+07:00
BBCA.JK,Bank Central Asia,4717.682665358745,4759.804832013733,4671.348282038257,4696.62158203125,110071000,2020-06-19 00:00:00+07:00
BBCA.JK,Bank Central Asia,4713.471601685892,4768.230431732288,4658.712771639497,4667.13720703125,51590500,2020-06-22 00:00:00+07:00
BBCA.JK,Bank Central Asia,4692.410053728314,4768.2299648298485,4650.287880894129,4734.5322265625,69954000,2020-06-23 00:00:00+07:00
BBCA.JK,Bank Central Asia,4759.804777367714,4852.473542944785,4751.380344133435,4806.13916015625,57333000,2020-06-24 00:00:00+07:00
BBCA.JK,Bank Central Asia,4801.927197052401,4839.837148608079,4751.380594978166,4822.98828125,51415000,2020-06-25 00:00:00+07:00
BBCA.JK,Bank Central Asia,4818.776025520372,4852.4737599645705,4751.380556631975,4755.5927734375,57467500,2020-06-26 00:00:00+07:00
BBCA.JK,Bank Central Asia,4751.380692455948,4797.715078641245,4705.04630627065,4780.8662109375,48796500,2020-06-29 00:00:00+07:00
BBCA.JK,Bank Central Asia,4801.9280378895955,4835.625778506365,4768.230297272827,4797.7158203125,74474000,2020-06-30 00:00:00+07:00
BBCA.JK,Bank Central Asia,4801.927532327586,4886.171875,4780.866446659483,4886.171875,63959000,2020-07-01 00:00:00+07:00
BBCA.JK,Bank Central Asia,4865.111899172833,4945.14404296875,4852.475244889267,4945.14404296875,75585500,2020-07-02 00:00:00+07:00
BBCA.JK,Bank Central Asia,4945.14404296875,4974.629569630403,4919.870734401618,4945.14404296875,52219000,2020-07-03 00:00:00+07:00
BBCA.JK,Bank Central Asia,4936.718596975043,4999.90185546875,4928.294162509214,4999.90185546875,67800000,2020-07-06 00:00:00+07:00
BBCA.JK,Bank Central Asia,5004.114155102254,5050.448545427274,4970.416416684057,5046.236328125,74168000,2020-07-07 00:00:00+07:00
BBCA.JK,Bank Central Asia,5046.235817004788,5277.907745164441,5037.811383253528,5223.14892578125,106444500,2020-07-08 00:00:00+07:00
BBCA.JK,Bank Central Asia,5231.5725657979,5256.845863217213,5079.932781282018,5138.90380859375,93543500,2020-07-09 00:00:00+07:00
BBCA.JK,Bank Central Asia,5138.90458826865,5256.84666078629,5122.0557207661295,5223.14892578125,67224000,2020-07-10 00:00:00+07:00
BBCA.JK,Bank Central Asia,5248.422276695344,5256.846710526316,5172.602372216599,5202.087890625,86006000,2020-07-13 00:00:00+07:00
BBCA.JK,Bank Central Asia,5202.0878414031,5223.14892578125,5147.32902201991,5223.14892578125,45616500,2020-07-14 00:00:00+07:00
BBCA.JK,Bank Central Asia,5223.14853277439,5256.846265243902,5181.0263671875,5181.0263671875,61468000,2020-07-15 00:00:00+07:00
BBCA.JK,Bank Central Asia,5181.0265046647455,5223.148671369337,5172.602071323827,5206.2998046875,66520500,2020-07-16 00:00:00+07:00
BBCA.JK,Bank Central Asia,5168.390068502988,5206.300020105698,5088.357948452819,5155.75341796875,73348000,2020-07-17 00:00:00+07:00
BBCA.JK,Bank Central Asia,5155.754157547843,5189.451897139658,5105.207548160119,5172.60302734375,59794500,2020-07-20 00:00:00+07:00
BBCA.JK,Bank Central Asia,5138.90458826865,5252.634443910661,5138.90458826865,5223.14892578125,84159500,2020-07-21 00:00:00+07:00
BBCA.JK,Bank Central Asia,5231.5731047102545,5265.270838073928,5164.177637982909,5206.2998046875,44725500,2020-07-22 00:00:00+07:00
BBCA.JK,Bank Central Asia,5206.30005827873,5235.7855764081405,5172.60232327369,5223.14892578125,84026500,2020-07-23 00:00:00+07:00
BBCA.JK,Bank Central Asia,5223.148133324795,5223.148133324795,5138.90380859375,5138.90380859375,58366500,2020-07-24 00:00:00+07:00
BBCA.JK,Bank Central Asia,5138.90380859375,5172.6015384861685,5054.659483862705,5138.90380859375,41972500,2020-07-27 00:00:00+07:00
BBCA.JK,Bank Central Asia,5155.754354663501,5223.149836423808,5105.2077433432705,5210.51318359375,65279000,2020-07-28 00:00:00+07:00
BBCA.JK,Bank Central Asia,5210.51181346144,5210.51181346144,5138.904132920742,5168.3896484375,50262500,2020-07-29 00:00:00+07:00
BBCA.JK,Bank Central Asia,5168.389644916241,5256.84619140625,5100.9941809238535,5256.84619140625,80533500,2020-07-30 00:00:00+07:00
BBCA.JK,Bank Central Asia,5239.998626758768,5252.635279395647,4907.233440654313,5164.1787109375,137079000,2020-08-03 00:00:00+07:00
BBCA.JK,Bank Central Asia,5185.239825508253,5239.998653884863,5164.178737671095,5231.57421875,79357000,2020-08-04 00:00:00+07:00
BBCA.JK,Bank Central Asia,5223.148135324335,5239.997000276994,5138.90381056104,5227.3603515625,49393000,2020-08-05 00:00:00+07:00
BBCA.JK,Bank Central Asia,5235.7863317130095,5303.181811445437,5210.513026813349,5273.6962890625,55258500,2020-08-06 00:00:00+07:00
BBCA.JK,Bank Central Asia,5277.907488085305,5294.756354767142,5189.450938005663,5206.2998046875,43621000,2020-08-07 00:00:00+07:00
BBCA.JK,Bank Central Asia,5206.300020105698,5223.148887484682,5143.116767434513,5155.75341796875,37774500,2020-08-10 00:00:00+07:00
BBCA.JK,Bank Central Asia,5172.602372216599,5223.148975202429,5164.177938385628,5202.087890625,38795500,2020-08-11 00:00:00+07:00
BBCA.JK,Bank Central Asia,5202.088591846796,5273.6962890625,5189.451939396965,5273.6962890625,35612000,2020-08-12 00:00:00+07:00
BBCA.JK,Bank Central Asia,5273.696303013393,5307.39404296875,5206.300823102679,5307.39404296875,48581000,2020-08-13 00:00:00+07:00
BBCA.JK,Bank Central Asia,5307.394018954918,5395.8505859375,5256.847409250585,5395.8505859375,57316000,2020-08-14 00:00:00+07:00
BBCA.JK,Bank Central Asia,5395.849402085791,5412.698268290586,5307.392854510614,5357.939453125,81563500,2020-08-18 00:00:00+07:00
BBCA.JK,Bank Central Asia,5357.940295468009,5400.062467602192,5315.818123333826,5332.6669921875,58793500,2020-08-19 00:00:00+07:00
BBCA.JK,Bank Central Asia,5341.091359238915,5374.789096521179,5290.544753315518,5320.0302734375,66882500,2020-08-24 00:00:00+07:00
BBCA.JK,Bank Central Asia,5324.242390023566,5374.788994992145,5311.605738781422,5362.15234375,49211000,2020-08-25 00:00:00+07:00
BBCA.JK,Bank Central Asia,5379.001262676829,5383.213479797171,5311.605788751356,5341.09130859375,42983000,2020-08-26 00:00:00+07:00
BBCA.JK,Bank Central Asia,5362.151794063683,5560.1259765625,5341.090710819129,5560.1259765625,68326000,2020-08-27 00:00:00+07:00
BBCA.JK,Bank Central Asia,5526.429236431871,5560.126975678407,5412.699366474812,5471.67041015625,52292500,2020-08-28 00:00:00+07:00
BBCA.JK,Bank Central Asia,5475.881785358566,5509.579519422311,5286.33203125,5286.33203125,97032000,2020-08-31 00:00:00+07:00
BBCA.JK,Bank Central Asia,5290.544541435007,5492.73095703125,5256.8468055023,5492.73095703125,67446000,2020-09-01 00:00:00+07:00
BBCA.JK,Bank Central Asia,5492.731227539822,5526.4289651320905,5362.15249436978,5421.12353515625,66065000,2020-09-02 00:00:00+07:00
BBCA.JK,Bank Central Asia,5446.396804011419,5475.88232421875,5307.393637319712,5475.88232421875,68208500,2020-09-03 00:00:00+07:00
BBCA.JK,Bank Central Asia,5433.760596009258,5433.760596009258,5277.908547906666,5374.78955078125,80613500,2020-09-04 00:00:00+07:00
BBCA.JK,Bank Central Asia,5336.879006470018,5357.940091736277,5223.1491460322195,5294.7568359375,64249500,2020-09-07 00:00:00+07:00
BBCA.JK,Bank Central Asia,5294.757220935897,5357.940481328927,5294.757220935897,5336.87939453125,39649000,2020-09-08 00:00:00+07:00
BBCA.JK,Bank Central Asia,5307.392976881505,5324.241843474781,5231.5730772117695,5261.05859375,49285000,2020-09-09 00:00:00+07:00
BBCA.JK,Bank Central Asia,5239.99746530766,5239.99746530766,4894.595703125,4894.595703125,175735000,2020-09-10 00:00:00+07:00
BBCA.JK,Bank Central Asia,4886.1718584621085,5033.599457639844,4734.5320421650085,4974.62841796875,403032500,2020-09-11 00:00:00+07:00
BBCA.JK,Bank Central Asia,5054.659090909091,5151.540056818181,5042.022443181818,5096.78125,138115000,2020-09-14 00:00:00+07:00
BBCA.JK,Bank Central Asia,5088.357568526024,5138.904166888865,4936.7177734375,4936.7177734375,170087000,2020-09-15 00:00:00+07:00
BBCA.JK,Bank Central Asia,4936.7180859375,4945.14251953125,4839.837099609375,4844.04931640625,158565500,2020-09-16 00:00:00+07:00
BBCA.JK,Bank Central Asia,4844.049013934894,4932.505561145878,4772.441332859335,4848.26123046875,138796000,2020-09-17 00:00:00+07:00
BBCA.JK,Bank Central Asia,4801.928077819716,4831.413601104574,4692.41041990453,4742.95703125,316912000,2020-09-18 00:00:00+07:00
BBCA.JK,Bank Central Asia,4751.379554387823,4831.411656811022,4713.469611134729,4721.89404296875,112443000,2020-09-21 00:00:00+07:00
BBCA.JK,Bank Central Asia,4650.28744266055,4688.197394638762,4574.467538704129,4591.31640625,163442500,2020-09-22 00:00:00+07:00
BBCA.JK,Bank Central Asia,4591.316975689714,4705.046845729735,4570.255888645265,4637.6513671875,100517000,2020-09-23 00:00:00+07:00
BBCA.JK,Bank Central Asia,4574.467353757747,4662.923904797262,4540.769620028409,4587.10400390625,88618500,2020-09-24 00:00:00+07:00
BBCA.JK,Bank Central Asia,4616.589781082887,4738.744072735628,4599.740913268716,4726.107421875,100705000,2020-09-25 00:00:00+07:00
BBCA.JK,Bank Central Asia,4759.8050505014735,4797.715002231131,4633.438544735947,4646.0751953125,93522000,2020-09-28 00:00:00+07:00
BBCA.JK,Bank Central Asia,4696.622410911955,4747.169019818631,4599.741410507493,4637.6513671875,117778500,2020-09-29 00:00:00+07:00
BBCA.JK,Bank Central Asia,4688.19775615847,4688.19775615847,4566.04345703125,4566.04345703125,107377000,2020-09-30 00:00:00+07:00
BBCA.JK,Bank Central Asia,4620.801499207529,4692.4091796875,4616.589282708707,4692.4091796875,56893000,2020-10-01 00:00:00+07:00
BBCA.JK,Bank Central Asia,4683.985758685286,4688.197976094176,4582.892540871934,4637.6513671875,66848000,2020-10-02 00:00:00+07:00
BBCA.JK,Bank Central Asia,4646.075868468353,4683.98582569067,4599.741476307744,4650.2880859375,58291000,2020-10-05 00:00:00+07:00
BBCA.JK,Bank Central Asia,4742.956692023026,4814.564386307566,4717.683388157894,4801.927734375,141955500,2020-10-06 00:00:00+07:00
BBCA.JK,Bank Central Asia,4717.682517919201,4848.26123046875,4700.833651783775,4848.26123046875,89937500,2020-10-07 00:00:00+07:00
BBCA.JK,Bank Central Asia,4877.74669861051,4886.171131596021,4810.351234726428,4869.322265625,77384500,2020-10-08 00:00:00+07:00
BBCA.JK,Bank Central Asia,4844.048781622024,4865.10986328125,4818.775483630952,4865.10986328125,54250500,2020-10-09 00:00:00+07:00
BBCA.JK,Bank Central Asia,4919.869696039709,4949.355216478304,4911.445261628683,4932.50634765625,82918500,2020-10-12 00:00:00+07:00
BBCA.JK,Bank Central Asia,4919.869696039709,4936.718564861763,4860.898655162521,4932.50634765625,48250500,2020-10-13 00:00:00+07:00
BBCA.JK,Bank Central Asia,4919.869895391949,4970.41650390625,4894.596591134799,4970.41650390625,83117500,2020-10-14 00:00:00+07:00
BBCA.JK,Bank Central Asia,4949.354567729715,4953.5667843831025,4852.473584701815,4873.53466796875,82067000,2020-10-15 00:00:00+07:00
BBCA.JK,Bank Central Asia,4873.535206688774,4877.747423807779,4827.20081837972,4852.47412109375,89051500,2020-10-16 00:00:00+07:00
BBCA.JK,Bank Central Asia,4844.049982620498,4970.41650390625,4810.352243610964,4970.41650390625,56871500,2020-10-19 00:00:00+07:00
BBCA.JK,Bank Central Asia,4953.568031330749,4953.568031330749,4873.535894770133,4890.384765625,74995500,2020-10-20 00:00:00+07:00
BBCA.JK,Bank Central Asia,4936.717729509083,4940.929946001838,4827.200100697448,4869.322265625,77944000,2020-10-21 00:00:00+07:00
BBCA.JK,Bank Central Asia,4835.625269396552,4886.171875,4806.139749461207,4886.171875,96872500,2020-10-22 00:00:00+07:00
